"","CPSID","county","weight","hhsize","FSTOTXPNC_perpers","FSSTATUS","FSSTATUSMD","FSFOODS","FSWROUTY","FSBAL","FSRAWSCRA","FSTOTXPNC","FSSTMPVALC","female","hispanic","black","kids","elderly","education","married","FSSTMPVALC_bin","FSSTMPVALC_bin_char"
"4452","20220903405300","0",3792.8486,1,80,0,0,0,NA,NA,0,80,NA,0,0,0,0,0,0,0,0,"No"
"4453","20220903406700","0",3208.7049,3,0,0,0,0,NA,NA,0,0,NA,2,0,0,0,2,1,2,0,"No"
"4454","20220903406900","0",3613.355,2,50,0,0,0,NA,NA,0,100,NA,1,0,0,0,2,2,2,0,"No"
"4455","20220903407900","29189",3499.3886,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"No"
"4456","20220903408600","0",4099.1394,2,70,0,0,0,NA,NA,0,140,NA,1,0,0,0,1,0,2,0,"No"
"4457","20220903411700","29189",3398.541,3,100,0,0,0,NA,NA,0,300,NA,2,0,0,0,3,2,2,0,"No"
"4458","20220903412400","29099",3792.8486,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,"No"
"4459","20220903413500","29189",3208.7049,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,2,0,"No"
"4460","20220903413600","29189",4178.5224,2,40,1,0,1,1,1,1,80,NA,1,0,2,0,1,1,0,0,"No"
"4461","20220903414300","0",3916.0917,2,80,1,0,0,1,0,1,160,NA,1,0,0,0,0,0,2,0,"No"
"4462","20220903414400","0",2904.1787,1,20,0,0,0,NA,NA,0,20,NA,0,0,0,0,1,1,0,0,"No"
"4463","20220903415400","0",3916.0917,4,90,0,0,1,1,0,0,360,NA,3,0,0,2,0,1,2,0,"No"
"4464","20220903416300","29189",3916.0917,3,90,0,0,0,NA,NA,0,270,NA,2,0,0,1,0,1,2,0,"No"
"4465","20220903417400","0",3667.4401,2,90,0,1,1,1,0,0,180,NA,1,0,0,0,2,1,0,0,"No"
"4466","20220903418400","0",3208.7049,2,20,0,0,0,NA,NA,0,40,NA,1,0,0,0,2,2,2,0,"No"
"4467","20220903418700","0",3398.541,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,2,0,"No"
"4468","20220903419200","29189",3916.0917,2,150,0,0,0,0,1,0,300,NA,1,0,0,0,0,2,2,0,"No"
"4469","20220903421600","0",3208.7049,2,105,0,0,1,0,0,0,210,NA,1,0,0,0,2,2,2,0,"No"
"4470","20220903422500","0",4099.1394,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,2,0,"No"
"4471","20220903423900","29099",4099.1394,4,70,0,0,0,NA,NA,0,280,NA,3,0,0,0,0,1,2,0,"No"
"4472","20220903425600","29099",3107.8519,1,80,0,0,0,NA,NA,0,80,NA,0,0,0,0,1,0,1,0,"No"
"4473","20220903426600","29189",3208.7049,1,240,0,0,0,NA,NA,0,240,NA,1,0,0,0,1,0,0,0,"No"
"4474","20220903432300","0",3634.4428,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,0,0,0,0,"No"
"4475","20220903432500","29189",4178.5224,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,2,0,0,0,"No"
"4476","20220903437600","0",3600.5241,3,73.3333333333333,0,0,0,NA,NA,0,220,NA,1,0,0,0,0,0,0,0,"No"
"4477","20220903438700","0",3646.8327,3,123.333333333333,0,0,0,NA,NA,0,370,NA,2,0,0,1,0,1,2,0,"No"
"4478","20220903442300","0",3348.2693,4,72.5,0,0,0,NA,NA,0,290,NA,1,0,0,0,0,1,2,0,"No"
"4479","20220903442800","0",3981.6255,2,0,1,1,1,1,1,1,0,NA,1,0,0,0,0,0,0,0,"No"
"4480","20220903442900","0",3646.8327,4,55,0,0,0,NA,NA,0,220,NA,2,0,0,2,0,1,2,0,"No"
"4481","20220903443900","0",3418.5734,3,73.3333333333333,0,0,0,NA,NA,0,220,NA,1,0,0,1,0,1,0,0,"No"
"4482","20220903444400","0",3695.2633,1,40,0,0,0,NA,NA,0,40,NA,0,0,0,0,0,0,0,0,"No"
"4483","20220903444700","0",3728.8128,2,50,1,1,1,1,1,1,100,NA,1,0,0,0,1,0,0,0,"No"
"4484","20220903445300","0",2959.3246,4,37.5,1,1,1,1,1,1,150,NA,1,0,0,2,0,0,2,0,"No"
"4485","20220903445600","0",4167.7364,2,2,0,0,0,NA,NA,0,4,NA,1,0,0,0,0,1,2,0,"No"
"4486","20220903446400","0",3455.4138,3,76.6666666666667,0,0,1,0,0,0,230,NA,3,0,0,1,1,1,0,0,"No"
"4487","20220903448300","0",4675.9755,2,135,0,0,0,1,0,0,270,NA,1,0,0,0,0,0,0,0,"No"
"4488","20220903450900","0",2926.712,2,110,1,0,1,1,1,1,220,NA,1,2,0,1,0,0,0,0,"No"
"4489","20220903452200","0",2952.7786,1,40,0,0,0,0,0,0,40,NA,0,0,0,0,1,0,0,0,"No"
"4490","20220903452800","0",4167.7364,1,530,0,0,1,0,0,0,530,NA,1,0,0,0,0,1,0,0,"No"
"4491","20220903454800","0",3981.6255,4,107.5,0,0,0,NA,NA,0,430,NA,3,0,0,0,0,2,2,0,"No"
"4492","20220903457000","0",3262.401,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,"No"
"4493","20220903457700","0",3455.4138,1,130,1,1,1,1,1,1,130,NA,1,0,0,0,1,0,0,0,"No"
"4494","20220903457900","0",4307.9626,1,260,1,0,1,1,0,1,260,NA,0,0,0,0,0,0,0,0,"No"
"4495","20220903458300","0",3673.8227,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,2,0,"No"
"4496","20220903460700","0",2959.3246,5,10,0,0,0,NA,NA,0,50,NA,3,0,0,3,0,0,2,0,"No"
"4497","20220903461400","0",5104.0278,3,20,0,0,0,0,0,0,60,NA,1,0,0,0,1,0,0,0,"No"
"4498","20220903461600","0",3673.8227,2,40,0,0,0,NA,NA,0,80,NA,1,0,0,0,2,0,2,0,"No"
"4499","20220903463800","0",3161.1038,4,27.5,0,0,0,NA,NA,0,110,NA,3,0,0,1,1,3,2,0,"No"
"4500","20220903464700","0",3736.5817,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"No"
"4501","20220903465700","0",3447.4752,2,275,0,0,0,NA,NA,0,550,NA,1,0,0,0,2,1,0,0,"No"
"4502","20220903466200","0",3348.1236,2,45,0,0,0,NA,NA,0,90,NA,1,0,0,0,2,1,2,0,"No"
"4503","20220903466600","0",3560.3501,4,45,0,0,0,0,0,0,180,300,2,0,0,2,0,0,2,1,"Yes"
"4504","20220903468200","0",3161.1038,2,15,0,0,1,0,0,0,30,NA,1,0,0,0,2,1,2,0,"No"
"4505","20220903470500","0",3161.1038,1,110,0,0,0,NA,NA,0,110,NA,1,0,0,0,1,0,0,0,"No"
"4506","20220903471800","0",3593.1522,4,100,0,0,0,NA,NA,0,400,NA,3,0,0,1,0,1,2,0,"No"
"4507","20220903472400","0",3593.1522,3,46.6666666666667,0,0,0,NA,NA,0,140,NA,2,0,0,0,0,1,3,0,"No"
"4508","20220903472800","0",3338.6421,5,40,0,0,1,0,1,0,200,NA,2,0,0,3,0,0,2,0,"No"
"4509","20220903473700","0",2867.438,4,60,0,0,0,NA,NA,0,240,NA,2,0,0,2,0,2,2,0,"No"
"4510","20220903474200","0",3613.0336,2,85,0,0,0,NA,NA,0,170,NA,1,0,0,0,2,0,2,0,"No"
"4511","20220903607300","31055",1432.7527,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"No"
"4512","20220903607700","31055",1633.279,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,0,"No"
"4513","20220903608600","31055",1533.2332,2,45,1,1,1,1,0,1,90,NA,1,0,0,0,1,0,0,0,"No"
"4514","20220903611000","31055",1809.633,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,0,"No"
"4515","20220903612800","31055",1468.4775,1,150,0,0,0,NA,NA,0,150,NA,1,0,0,0,0,1,0,0,"No"
"4516","20220903613300","31055",1439.721,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,2,0,"No"
"4517","20220903613600","31055",1633.279,2,40,0,0,1,0,0,0,80,NA,2,0,0,0,0,1,0,0,"No"
"4518","20220903614900","31055",1564.7782,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,"No"
"4519","20220903616500","31055",1776.289,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,"No"
"4520","20220903617000","31055",1644.4727,2,115,0,0,0,NA,NA,0,230,NA,1,0,0,0,0,2,2,0,"No"
"4521","20220903619700","31055",1461.2709,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,3,2,0,"No"
"4522","20220903621700","31055",1633.279,2,120,0,0,0,0,0,0,240,NA,1,0,0,0,1,2,2,0,"No"
"4523","20220903622300","31055",1453.23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,2,2,0,"No"
"4524","20220903623400","31055",1439.721,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,2,0,"No"
"4525","20220903625300","0",1310.519,1,80,0,0,0,0,0,0,80,NA,0,0,0,0,1,1,0,0,"No"
"4526","20220903625700","31055",1343.1959,5,60,0,0,0,NA,NA,0,300,NA,3,0,0,3,0,1,2,0,"No"
"4527","20220903625900","0",1711.5338,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,"No"
"4528","20220903628800","0",1519.7324,1,80,0,0,0,NA,NA,0,80,NA,1,0,0,0,0,1,0,0,"No"
"4529","20220903629200","0",1563.9223,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,3,0,0,2,0,"No"
"4530","20220903629300","0",1493.9376,1,140,0,0,1,0,0,0,140,NA,1,0,0,0,0,1,0,0,"No"
"4531","20220903631500","31055",1343.1959,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,1,0,0,"No"
"4532","20220903633000","0",703.9362,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,0,"No"
"4533","20220903633100","31055",1238.6034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"4534","20220903634000","31055",1402.4271,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,3,2,0,0,"No"
"4535","20220903634500","0",1343.1959,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,0,1,2,0,"No"
"4536","20220903635300","31055",1336.6041,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"4537","20220903636400","0",1655.2461,2,220,0,0,1,0,1,1,440,NA,1,0,0,0,0,0,2,0,"No"
"4538","20220903636600","0",1343.1959,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,0,0,0,0,"No"
"4539","20220903637100","31055",1655.2461,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,1,2,4,0,"No"
"4540","20220903638400","0",1238.6034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,2,0,"No"
"4541","20220903639300","31055",1458.598,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,2,2,0,"No"
"4542","20220903642500","0",1169.4174,1,50,0,0,0,NA,NA,0,50,NA,1,0,0,0,1,0,0,0,"No"
"4543","20220903642900","31055",1343.1959,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,2,0,"No"
"4544","20220903644300","31055",1563.9223,8,42.5,0,1,0,0,0,0,340,NA,5,0,0,6,0,0,2,0,"No"
"4545","20220903644600","0",1316.8927,1,4,0,0,1,0,0,0,4,NA,1,0,0,0,1,1,0,0,"No"
"4546","20220903645600","0",1424.096,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"4547","20220903646500","0",2282.2908,4,57.5,1,1,1,1,1,1,230,NA,2,4,0,2,0,0,2,0,"No"
"4548","20220903647800","0",1613.1962,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"No"
"4549","20220903649500","0",1424.096,2,85,0,0,0,0,0,0,170,NA,1,0,0,0,2,0,2,0,"No"
"4550","20220903650300","0",1403.0944,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,2,0,"No"
"4551","20220903650700","0",1751.0054,1,130,0,0,0,NA,NA,0,130,NA,0,0,0,0,0,1,0,0,"No"
"4552","20220903651100","0",1319.6804,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,2,0,2,0,"No"
"4553","20220903651700","0",1288.5032,2,50,0,0,1,0,0,0,100,NA,1,0,0,0,2,1,2,0,"No"
"4554","20220903652000","0",1494.2276,1,0,1,0,0,1,1,1,0,NA,0,0,0,0,1,0,0,0,"No"
"4555","20220903658500","0",1319.6804,2,0,0,0,0,1,0,0,0,NA,1,0,0,0,2,0,2,0,"No"
"4556","20220903658700","0",1520.6494,5,52,0,0,0,NA,NA,0,260,NA,2,0,0,3,0,0,2,0,"No"
"4557","20220903661400","0",1308.8566,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,0,1,2,0,"No"
"4558","20220903665000","0",1431.1193,4,67.5,1,1,1,1,1,1,270,600,3,0,0,2,0,0,2,1,"Yes"
"4559","20220903665100","0",1619.2116,2,100,0,0,1,0,0,0,200,NA,1,0,0,1,0,0,0,0,"No"
"4560","20220903667000","0",1520.6494,3,103.333333333333,0,0,1,1,0,0,310,NA,2,0,0,1,0,0,2,0,"No"
"4561","20220903669100","0",1897.0593,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,"No"
"4562","20220903670600","0",1416.2597,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,1,2,0,"No"
"4563","20220903672500","0",2628.3975,3,60,1,1,1,1,1,1,180,290,2,0,0,2,0,1,0,1,"Yes"
"4564","20220903673000","0",1763.5958,4,75,1,1,1,1,1,1,300,NA,3,0,0,2,0,1,2,0,"No"
"4565","20220903673700","0",1424.096,1,80,1,1,1,0,1,1,80,150,1,0,0,0,1,0,0,1,"Yes"
"4566","20220903674700","0",1214.5695,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,"No"
"4567","20220903676800","0",1394.093,5,28,1,0,1,1,1,1,140,NA,2,5,0,4,0,0,0,0,"No"
"4568","20220903677000","0",1518.2871,5,0,0,0,0,NA,NA,0,0,NA,2,0,0,3,0,2,2,0,"No"
"4569","20220903677700","0",1341.9185,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,2,0,"No"
"4570","20220903678400","0",1354.1295,1,200,0,0,0,NA,NA,0,200,NA,1,0,0,0,1,0,0,0,"No"
"4571","20220903680300","0",1633.279,2,200,0,0,0,NA,NA,0,400,NA,1,0,0,0,0,2,2,0,"No"
"4572","20220903680900","0",1062.7789,3,16.6666666666667,0,0,0,NA,NA,0,50,NA,3,0,3,2,0,0,0,0,"No"
"4573","20220903682500","0",1823.3329,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,0,1,0,0,"No"
"4574","20220903685600","0",1560.3447,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,2,0,"No"
"4575","20220903686500","0",1315.6404,2,70,0,0,0,NA,NA,0,140,NA,1,0,0,0,2,1,2,0,"No"
"4576","20220903687000","0",1427.1869,2,150,0,0,0,NA,NA,0,300,NA,1,2,0,0,2,1,0,0,"No"
"4577","20220903688700","0",1781.6334,1,70,0,0,0,NA,NA,0,70,NA,0,0,0,0,0,0,0,0,"No"
"4578","20220903690600","0",1823.3329,3,80,0,0,0,NA,NA,0,240,NA,2,0,0,1,0,2,0,0,"No"
"4579","20220903690700","0",1315.6404,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"4580","20220903691500","0",1468.4775,5,110,0,0,0,NA,NA,0,550,NA,4,0,0,3,0,2,2,0,"No"
"4581","20220903692100","0",1453.23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,2,0,"No"
"4582","20220904563100","0",584.1253,4,137.5,0,0,0,NA,NA,0,550,NA,3,0,0,2,1,2,0,0,"No"
"4583","20220904565600","0",890.1953,5,44,1,1,1,1,1,1,220,840,4,0,0,3,0,0,0,1,"Yes"
"4584","20220904568100","0",594.7739,2,200,0,0,0,NA,NA,0,400,NA,1,0,0,0,2,2,2,0,"No"
"4585","20220904569000","0",674.7361,2,50,0,0,0,NA,NA,0,100,NA,1,0,0,0,0,0,2,0,"No"
"4586","20220904570400","0",388.5828,2,110,0,0,0,NA,NA,0,220,NA,1,0,2,0,0,0,2,0,"No"
"4587","20220904574000","0",599.6699,1,230,0,0,0,0,0,0,230,NA,1,0,0,0,0,1,0,0,"No"
"4588","20220904574400","0",523.1148,2,80,1,0,1,1,1,1,160,NA,1,0,0,0,0,0,0,0,"No"
"4589","20220904578200","0",610.7708,3,50,0,0,0,0,0,0,150,NA,1,0,0,0,2,0,0,0,"No"
"4590","20220904579900","0",696.9868,1,130,0,0,0,NA,NA,0,130,NA,0,0,0,0,0,1,0,0,"No"
"4591","20220904582000","0",603.6766,2,185,0,0,0,NA,NA,0,370,NA,1,0,0,0,2,2,2,0,"No"
"4592","20220904584600","0",559.4146,1,170,0,0,0,0,0,0,170,NA,1,0,0,0,1,0,0,0,"No"
"4593","20220904584900","0",558.7765,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,0,0,"No"
"4594","20220904587300","0",466.2253,1,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,"No"
"4595","20220904590600","0",673.9665,2,125,0,0,0,NA,NA,0,250,NA,1,0,0,0,0,0,2,0,"No"
"4596","20220904591200","0",499.4919,1,70,0,0,1,0,0,0,70,260,0,0,0,0,1,0,0,1,"Yes"
"4597","20220904592100","0",497.0896,3,36.6666666666667,0,0,0,0,0,0,110,NA,1,3,0,1,0,0,2,0,"No"
"4598","20220904592300","0",466.7577,1,80,0,0,0,0,0,0,80,NA,0,0,0,0,1,0,1,0,"No"
"4599","20220904593000","0",638.5336,1,100,0,0,0,NA,NA,0,100,NA,0,0,0,0,0,0,0,0,"No"
"4600","20220904595500","0",648.7838,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,2,2,0,"No"
"4601","20220904596200","0",644.6445,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,1,2,0,"No"
"4602","20220904596300","0",609.5841,1,160,0,0,0,0,0,0,160,NA,0,0,0,0,0,0,0,0,"No"
"4603","20220904597000","0",697.7828,1,160,0,0,1,1,0,1,160,NA,0,0,0,0,0,0,0,0,"No"
"4604","20220904598400","0",609.0779,4,55,0,0,0,NA,NA,0,220,NA,2,0,0,2,0,2,2,0,"No"
"4605","20220904598800","0",655.0656,1,200,0,0,1,1,0,1,200,NA,0,1,0,0,0,1,0,0,"No"
"4606","20220904601800","0",609.0779,4,67.5,0,0,0,NA,NA,0,270,NA,3,0,0,2,0,1,2,0,"No"
"4607","20220904603400","0",466.2253,2,10,0,0,0,NA,NA,0,20,NA,0,0,0,0,2,1,0,0,"No"
"4608","20220904605200","0",559.4146,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,2,0,2,0,"No"
"4609","20220904605600","0",591.8679,4,87.5,0,0,0,NA,NA,0,350,NA,3,0,0,2,0,2,2,0,"No"
"4610","20220904607000","0",594.7739,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,2,0,2,0,"No"
"4611","20220904607700","0",674.7361,2,55,0,0,0,NA,NA,0,110,NA,1,0,0,0,0,0,2,0,"No"
"4612","20220904610200","0",591.8679,6,75,0,0,0,0,1,0,450,NA,3,0,0,4,0,2,2,0,"No"
"4613","20220904611400","0",499.4919,1,90,0,0,0,0,0,0,90,NA,0,0,0,0,1,0,0,0,"No"
"4614","20220904615600","0",644.6057,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,2,0,"No"
"4615","20220904617000","0",528.1668,1,350,0,0,0,0,0,0,350,NA,1,0,0,0,1,1,0,0,"No"
"4616","20220904620400","0",588.951,1,50,0,0,0,NA,NA,0,50,NA,0,0,0,0,0,0,0,0,"No"
"4617","20220904622900","0",530.9162,4,75,0,0,1,0,0,0,300,NA,1,0,0,1,0,2,2,0,"No"
"4618","20220904623000","0",577.9073,1,80,0,0,0,0,0,0,80,NA,0,0,0,0,0,0,0,0,"No"
"4619","20220904623200","0",436.5233,4,52.5,0,0,0,NA,NA,0,210,NA,2,0,0,2,0,2,2,0,"No"
"4620","20220904625000","0",542.0085,3,86.6666666666667,0,0,0,NA,NA,0,260,NA,1,0,0,1,0,2,2,0,"No"
"4621","20220904626300","0",466.8143,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,2,0,"No"
"4622","20220904627900","0",582.2783,1,120,0,0,0,0,0,0,120,NA,0,0,0,0,0,0,0,0,"No"
"4623","20220904628700","0",430.8528,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,0,0,2,0,"No"
"4624","20220904630300","0",440.739,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,2,0,2,0,"No"
"4625","20220904630600","0",508.2568,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,"No"
"4626","20220904633500","0",361.7786,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,"No"
"4627","20220904635800","0",542.0085,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,"No"
"4628","20220904636900","0",664.2608,3,46.6666666666667,0,0,1,0,1,0,140,NA,0,0,3,0,0,0,1,0,"No"
"4629","20220904638000","0",481.1028,1,70,0,0,0,NA,NA,0,70,NA,0,0,0,0,0,0,0,0,"No"
"4630","20220904639600","0",487.7722,1,70,0,0,0,0,0,0,70,NA,0,0,0,0,0,1,0,0,"No"
"4631","20220904640600","0",533.4452,1,260,0,0,1,0,0,0,260,NA,0,0,0,0,0,0,0,0,"No"
"4632","20220904641800","0",537.936,2,90,0,0,1,0,1,1,180,NA,1,0,0,0,0,0,2,0,"No"
"4633","20220904647100","0",450.3789,1,110,0,0,0,NA,NA,0,110,NA,1,0,0,0,1,1,0,0,"No"
"4634","20220904647400","0",497.2058,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,2,2,2,0,"No"
"4635","20220904648700","0",430.8528,4,82.5,0,0,0,NA,NA,0,330,NA,3,0,0,2,0,2,2,0,"No"
"4636","20220904649000","0",466.8143,3,66.6666666666667,0,0,0,NA,NA,0,200,NA,2,0,0,0,1,0,2,0,"No"
"4637","20220904651800","0",440.739,1,80,0,0,0,0,0,0,80,NA,1,0,0,0,1,0,0,0,"No"
"4638","20220904653200","0",445.0546,1,190,0,0,0,NA,NA,0,190,NA,0,0,0,0,0,1,0,0,"No"
"4639","20220904653400","0",526.5157,3,110,0,0,0,NA,NA,0,330,NA,1,1,0,0,0,1,0,0,"No"
"4640","20220904655300","0",466.8143,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"4641","20220904658000","0",436.5233,3,73.3333333333333,1,0,1,1,1,1,220,NA,2,0,0,2,0,1,0,0,"No"
"4642","20220904658700","0",494.4698,2,175,0,0,0,NA,NA,0,350,NA,1,0,0,0,0,0,2,0,"No"
"4643","20220904658900","0",537.9398,1,50,1,0,1,0,1,1,50,NA,1,0,0,0,0,0,0,0,"No"
"4644","20220904660300","0",481.1028,4,77.5,0,0,0,NA,NA,0,310,NA,2,0,0,2,0,2,2,0,"No"
"4645","20220904660600","0",500.9776,5,90,0,0,0,NA,NA,0,450,NA,4,0,0,2,0,2,2,0,"No"
"4646","20220904662700","0",570.4002,2,125,0,0,0,NA,NA,0,250,NA,1,0,0,0,0,1,0,0,"No"
"4647","20220904663800","0",497.2058,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,2,0,"No"
"4648","20220904664100","0",528.5462,3,120,0,0,0,NA,NA,0,360,NA,2,0,0,1,0,1,0,0,"No"
"4649","20220904668700","0",526.5157,2,80,0,0,0,NA,NA,0,160,NA,1,0,0,0,0,0,0,0,"No"
"4650","20220904669700","0",466.8143,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,2,2,2,0,"No"
"4651","20220904670600","0",487.4798,3,93.3333333333333,0,0,0,NA,NA,0,280,NA,1,0,0,1,0,2,2,0,"No"
"4652","20220904671600","0",481.1028,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"No"
"4653","20220904673300","0",555.7325,2,145,0,0,1,0,0,0,290,NA,1,0,0,0,1,0,2,0,"No"
"4654","20220904673400","0",530.9162,4,62.5,0,0,0,NA,NA,0,250,NA,2,0,0,2,0,2,2,0,"No"
"4655","20220904673800","0",494.4698,4,112.5,0,0,0,NA,NA,0,450,NA,1,0,0,0,0,2,2,0,"No"
"4656","20220904675600","0",442.5957,4,95,1,1,1,1,1,1,380,NA,3,0,0,2,0,0,0,0,"No"
"4657","20220904675800","0",430.8528,4,62.5,0,0,0,NA,NA,0,250,NA,3,0,0,2,0,2,2,0,"No"
"4658","20220904676100","0",440.739,1,30,0,0,0,0,0,0,30,NA,1,0,0,0,1,0,0,0,"No"
"4659","20220904677500","39153",5291.6763,2,225,1,0,0,1,1,1,450,NA,1,0,0,0,0,2,0,0,"No"
"4660","20220904678700","0",5420.429,1,40,0,0,0,0,0,0,40,NA,1,0,1,0,1,0,0,0,"No"
"4661","20220904679900","0",4934.9842,2,145,0,0,0,NA,NA,0,290,NA,1,0,0,0,2,0,2,0,"No"
"4662","20220904681500","39095",5912.8119,5,14,0,0,0,0,0,0,70,NA,1,0,0,0,1,1,0,0,"No"
"4663","20220904683500","0",11264.9407,3,53.3333333333333,0,0,0,1,0,0,160,650,1,0,3,2,0,0,0,1,"Yes"
"4664","20220904684300","0",7187.2243,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"No"
"4665","20220904684400","0",5657.2526,1,190,0,0,0,0,0,0,190,NA,0,0,0,0,0,0,0,0,"No"
"4666","20220904685100","0",6169.4895,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,0,"No"
"4667","20220904687400","0",5557.9383,1,0,1,1,1,1,1,1,0,NA,0,0,1,0,1,0,0,0,"No"
"4668","20220904688100","0",6809.5251,1,90,0,0,0,0,0,0,90,NA,0,0,0,0,0,0,0,0,"No"
"4669","20220904688600","0",6729.9159,2,75,0,0,1,0,0,0,150,NA,0,0,1,0,0,1,2,0,"No"
"4670","20220904691100","0",7394.1236,1,320,1,1,1,1,0,1,320,190,0,0,1,0,0,1,0,1,"Yes"
"4671","20220904693200","0",9281.2078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,"No"
"4672","20220904694100","0",7030.7661,2,25,0,1,0,1,0,1,50,NA,0,0,1,0,1,1,0,0,"No"
"4673","20220904695800","0",8838.5594,2,30,1,1,0,1,1,1,60,320,2,0,2,1,0,0,1,1,"Yes"
"4674","20220904696000","0",6735.0077,4,60,1,1,1,1,1,1,240,40,2,0,0,3,0,0,1,1,"Yes"
