"","CPSID","county","weight","hhsize","FSTOTXPNC_perpers","FSSTATUS","FSSTATUSMD","FSFOODS","FSWROUTY","FSBAL","FSRAWSCRA","FSTOTXPNC","FSSTMPVALC","female","hispanic","black","kids","elderly","education","married","FSSTMPVALC_bin","FSSTMPVALC_bin_char"
"214","20210902323700","19113",3472.016,2,105,0,0,1,0,1,0,210,NA,1,0,0,0,0,0,2,0,"No"
"215","20210902323900","19103",3070.6453,3,66.6666666666667,0,0,0,NA,NA,0,200,NA,2,0,0,0,0,2,2,0,"No"
"216","20210902327800","0",3647.6357,1,100,0,0,0,NA,NA,0,100,NA,0,0,0,0,0,1,0,0,"No"
"217","20210902328400","19163",3679.4102,3,76.6666666666667,1,1,1,1,0,1,230,NA,0,0,0,2,0,0,0,0,"No"
"218","20210902328900","19103",2781.4492,1,110,0,0,0,NA,NA,0,110,NA,1,0,1,0,0,1,0,0,"No"
"219","20210902329100","0",2659.3291,3,183.333333333333,0,0,1,1,0,0,550,NA,2,0,0,0,0,2,2,0,"No"
"220","20210902330000","0",2990.4616,3,166.666666666667,0,0,0,NA,NA,0,500,NA,1,0,0,0,0,2,2,0,"No"
"221","20210902332000","0",2933.5251,3,116.666666666667,0,0,0,NA,NA,0,350,NA,1,0,0,1,0,0,0,0,"No"
"222","20210902332600","19163",2634.6084,1,70,0,0,0,NA,NA,0,70,NA,1,0,0,0,1,1,0,0,"No"
"223","20210902332700","19163",3170.7899,5,80,0,0,0,NA,NA,0,400,NA,3,0,0,3,0,2,2,0,"No"
"224","20210902333300","0",3081.1966,4,32.5,0,0,0,NA,NA,0,130,NA,2,0,0,2,0,2,2,0,"No"
"225","20210902335300","0",2340.8594,1,80,0,0,0,NA,NA,0,80,NA,1,0,0,0,1,0,0,0,"No"
"226","20210902336500","0",2990.4616,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,2,0,"No"
"227","20210902340800","0",3202.2798,3,33.3333333333333,0,0,0,NA,NA,0,100,NA,1,0,0,0,1,0,2,0,"No"
"228","20210902341800","19113",3445.9286,3,100,0,0,0,NA,NA,0,300,NA,1,0,0,1,0,2,2,0,"No"
"229","20210902342800","0",1656.9592,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"230","20210902344400","20173",2116.7751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,"No"
"231","20210902344900","20173",2116.7751,2,150,0,0,0,NA,NA,0,300,NA,1,0,0,0,0,1,2,0,"No"
"232","20210902346000","20091",1713.5282,1,90,0,0,0,NA,NA,0,90,NA,1,0,0,0,1,1,0,0,"No"
"233","20210902347800","20173",1656.9592,1,190,0,0,0,NA,NA,0,190,NA,1,0,0,0,1,0,0,0,"No"
"234","20210902348200","20173",2116.7751,2,245,0,0,0,NA,NA,0,490,NA,1,0,0,0,0,0,2,0,"No"
"235","20210902348400","0",1656.9592,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"236","20210902351000","20173",1883.4265,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,"No"
"237","20210902352100","20091",2462.6683,6,88.3333333333333,0,0,0,NA,NA,0,530,NA,3,1,0,4,0,2,2,0,"No"
"238","20210902352500","20173",1754.9895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"239","20210902354300","20091",1656.9592,2,50,0,0,0,NA,NA,0,100,NA,1,0,0,0,2,2,2,0,"No"
"240","20210902355000","20173",2176.5975,3,66.6666666666667,1,1,1,1,0,1,200,NA,1,2,0,0,0,1,2,0,"No"
"241","20210902355200","20173",2116.7751,2,155,0,0,0,0,0,0,310,NA,1,0,0,0,1,1,2,0,"No"
"242","20210902355900","20091",2116.7751,3,110,1,1,1,1,1,1,330,NA,2,0,0,1,0,2,0,0,"No"
"243","20210902356100","20091",2022.2502,4,112.5,0,0,0,NA,NA,0,450,NA,3,0,0,1,0,2,2,0,"No"
"244","20210902356900","20173",2298.7148,1,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,"No"
"245","20210902359800","20091",1656.9592,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,3,2,0,"No"
"246","20210902360100","20091",1893.8477,3,83.3333333333333,0,0,0,NA,NA,0,250,NA,1,0,1,0,2,2,2,0,"No"
"247","20210902361400","20173",1883.4265,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,1,1,2,0,"No"
"248","20210902362000","20173",2176.5975,1,220,0,0,0,0,0,0,220,NA,1,0,0,0,0,1,0,0,"No"
"249","20210902362400","0",2002.7373,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,"No"
"250","20210902363300","20173",2116.7751,4,72.5,0,0,0,0,0,0,290,NA,1,0,0,0,1,2,2,0,"No"
"251","20210902364700","0",2176.5975,3,0,0,0,0,0,0,0,0,NA,1,2,0,1,0,2,2,0,"No"
"252","20210902369300","20173",2151.8854,2,110,0,0,0,NA,NA,0,220,NA,1,0,0,0,0,2,2,0,"No"
"253","20210902370600","20091",2726.753,4,37.5,0,0,0,NA,NA,0,150,NA,1,0,0,2,0,2,2,0,"No"
"254","20210902371400","20173",2058.5845,1,140,0,0,0,NA,NA,0,140,NA,0,0,0,0,1,1,0,0,"No"
"255","20210902372200","20091",2643.7069,2,100,0,0,1,0,1,0,200,NA,1,0,0,0,0,0,0,0,"No"
"256","20210902375500","20091",1684.4427,2,20,0,0,0,NA,NA,0,40,NA,1,0,0,0,2,0,2,0,"No"
"257","20210902377000","20091",2055.7927,9,28.8888888888889,0,0,0,1,0,1,260,NA,3,0,1,6,0,2,2,0,"No"
"258","20210902383300","20173",1925.2605,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,2,0,"No"
"259","20210902385500","0",1914.6663,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,1,1,2,0,"No"
"260","20210902395200","0",1653.3306,2,240,0,1,1,1,0,1,480,NA,1,0,0,0,2,1,2,0,"No"
"261","20210902397800","0",1751.1463,1,20,0,0,0,1,0,0,20,NA,1,0,0,0,1,0,0,0,"No"
"262","20210902401000","0",2112.1395,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,1,0,2,0,"No"
"263","20210902401200","0",1861.8323,1,0,0,0,1,0,0,0,0,NA,1,0,0,0,1,0,0,0,"No"
"264","20210902401500","0",2025.9069,4,52.5,0,0,0,0,0,0,210,NA,1,2,0,1,1,0,2,0,"No"
"265","20210902401700","0",1653.3306,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,2,0,"No"
"266","20210902404400","0",2377.256,1,130,0,0,0,NA,NA,0,130,NA,0,0,0,0,0,1,0,0,"No"
"267","20210902404500","0",2190.159,2,85,0,0,0,NA,NA,0,170,NA,1,1,0,0,0,1,0,0,"No"
"268","20210902405600","0",1709.7758,2,105,0,0,0,NA,NA,0,210,NA,1,0,0,0,2,2,2,0,"No"
"269","20210902406400","0",1818.4353,2,65,0,0,0,NA,NA,0,130,NA,1,1,0,0,2,0,2,0,"No"
"270","20210902407100","0",2416.1994,1,150,0,0,0,NA,NA,0,150,NA,0,0,0,0,0,0,0,0,"No"
"271","20210902407500","0",1751.1463,2,200,0,0,0,NA,NA,0,400,NA,1,0,0,0,2,0,0,0,"No"
"272","20210902408500","0",2149.8906,2,105,0,0,0,NA,NA,0,210,NA,1,0,0,0,1,1,2,0,"No"
"273","20210902409900","0",1889.7003,2,45,0,0,1,0,1,0,90,NA,1,0,0,0,2,0,2,0,"No"
"274","20210902416300","0",2000.8808,1,190,0,0,0,NA,NA,0,190,NA,0,0,0,0,0,1,0,0,"No"
"275","20210902416900","0",2460.3854,2,120,1,1,1,1,0,1,240,NA,1,0,0,0,0,1,0,0,"No"
"276","20210902419100","0",2460.3854,2,105,1,0,1,1,1,1,210,NA,2,0,0,0,0,1,0,0,"No"
"277","20210902421200","0",1883.4265,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,2,0,"No"
"278","20210902422000","0",2024.9964,1,0,0,1,1,0,1,1,0,NA,0,0,0,0,1,0,0,0,"No"
"279","20210902424400","0",2531.9271,3,60,1,1,1,1,1,1,180,NA,2,1,0,1,0,0,0,0,"No"
"280","20210902425100","0",1912.8915,1,210,0,0,0,NA,NA,0,210,NA,1,0,0,0,0,1,0,0,"No"
"281","20210902425900","0",2796.586,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,5,1,0,1,2,0,"No"
"282","20210902426500","0",2380.2648,1,70,0,0,0,NA,NA,0,70,NA,0,0,0,0,0,1,0,0,"No"
"283","20210902427000","0",1656.9592,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,1,2,0,"No"
"284","20210902428600","0",2234.146,1,200,0,0,1,0,1,0,200,NA,0,0,0,0,1,1,0,0,"No"
"285","20210902969600","26099",4558.0258,2,180,0,0,0,NA,NA,0,360,NA,1,0,0,0,2,0,2,0,"No"
"286","20210902971700","26125",5181.0005,4,95,0,0,0,NA,NA,0,380,NA,3,0,0,1,0,2,2,0,"No"
"287","20210902977600","26163",8144.748,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,"No"
"288","20210902980700","26163",5181.0005,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,1,0,2,0,"No"
"289","20210902982700","26125",5181.0005,4,67.5,0,0,0,NA,NA,0,270,NA,2,0,0,0,0,2,2,0,"No"
"290","20210902986600","0",4133.0905,1,50,0,0,0,NA,NA,0,50,NA,1,0,0,0,1,1,0,0,"No"
"291","20210902986800","26163",5586.6228,1,120,0,0,0,NA,NA,0,120,NA,1,0,1,0,0,1,0,0,"No"
"292","20210902989300","26163",5926.9067,1,70,1,1,1,1,1,1,70,NA,1,0,1,0,0,0,0,0,"No"
"293","20210902989500","0",4133.0905,2,0,0,0,1,1,0,1,0,NA,1,0,0,0,2,0,2,0,"No"
"294","20210902990500","26125",4493.229,1,180,0,0,0,NA,NA,0,180,NA,0,0,0,0,1,1,0,0,"No"
"295","20210902991400","26163",5806.7815,5,110,0,0,0,NA,NA,0,550,NA,3,4,5,3,1,2,2,0,"No"
"296","20210902991600","26125",4852.6818,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,3,0,2,2,0,"No"
"297","20210902992400","26125",4969.4707,1,330,0,0,0,NA,NA,0,330,NA,0,0,0,0,0,0,0,0,"No"
"298","20210902992500","26163",5442.0623,1,150,1,0,1,1,1,1,150,NA,0,0,1,0,0,1,1,0,"No"
"299","20210902993500","26163",5071.6739,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,"No"
"300","20210902994400","26163",4827.6914,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,"No"
"301","20210902995800","26161",4506.1774,2,60,0,0,0,NA,NA,0,120,NA,1,0,0,0,0,2,0,0,"No"
"302","20210902996400","0",3992.1984,3,26.6666666666667,0,0,0,0,0,0,80,NA,1,1,0,0,1,0,0,0,"No"
"303","20210902997000","0",4133.0905,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,2,2,2,0,"No"
"304","20210902999400","26125",4827.6914,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,2,2,2,0,"No"
"305","20210902999900","26163",4266.8918,1,50,0,0,0,0,0,0,50,100,1,0,1,0,1,1,0,1,"Yes"
"306","20210903000200","26163",5071.6739,1,50,0,0,0,0,0,0,50,NA,0,0,1,0,1,0,0,0,"No"
"307","20210903000400","26125",4852.6818,3,150,0,0,0,NA,NA,0,450,NA,1,0,0,1,0,2,2,0,"No"
"308","20210903002400","0",6009.1151,3,23.3333333333333,0,0,0,NA,NA,0,70,NA,2,0,1,1,0,1,0,0,"No"
"309","20210903002700","26099",8144.748,2,110,1,1,1,1,0,1,220,NA,1,0,2,0,0,0,2,0,"No"
"310","20210903007100","26161",4391.688,2,10,1,1,1,1,1,1,20,NA,2,1,0,0,0,0,0,0,"No"
"311","20210903007500","26049",4358.6905,4,62.5,0,0,0,NA,NA,0,250,NA,1,0,0,2,0,2,2,0,"No"
"312","20210903007700","26049",3635.3293,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"313","20210903009700","26125",5111.761,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,0,2,2,0,"No"
"314","20210903012400","26081",4093.7811,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,2,1,2,0,"No"
"315","20210903013100","26099",3893.1101,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,1,2,0,"No"
"316","20210903015100","26125",5168.7093,2,55,1,1,1,1,1,1,110,NA,1,0,0,0,0,1,0,0,"No"
"317","20210903016600","26049",3583.6495,1,50,0,0,0,NA,NA,0,50,NA,0,0,0,0,1,1,0,0,"No"
"318","20210903016900","26161",4068.0509,1,80,0,0,0,NA,NA,0,80,NA,0,0,0,0,0,0,0,0,"No"
"319","20210903017300","26093",4505.972,2,35,0,0,1,0,0,0,70,NA,1,0,0,0,2,1,2,0,"No"
"320","20210903018100","26163",4532.8622,2,45,0,0,0,NA,NA,0,90,NA,1,0,0,0,0,2,2,0,"No"
"321","20210903019000","26081",4093.7811,4,NA,0,0,0,NA,NA,0,NA,NA,1,0,0,0,2,2,2,0,"No"
"322","20210903023400","26163",5056.9739,2,100,0,0,0,NA,NA,0,200,NA,1,0,2,0,1,2,2,0,"No"
"323","20210903024400","26099",4238.0918,1,150,0,1,1,1,1,1,150,NA,1,0,0,0,1,1,0,0,"No"
"324","20210903026000","26125",4362.5558,1,210,0,0,0,0,0,0,210,NA,0,0,0,0,0,1,0,0,"No"
"325","20210903026900","26099",4797.5544,4,87.5,0,0,0,NA,NA,0,350,NA,3,0,0,2,0,2,2,0,"No"
"326","20210903028800","26161",4001.8479,4,62.5,0,0,0,NA,NA,0,250,NA,2,0,0,2,0,0,2,0,"No"
"327","20210903029100","0",4391.688,1,40,0,0,0,NA,NA,0,40,NA,1,0,0,0,0,1,0,0,"No"
"328","20210903030600","26093",4548.2518,3,176.666666666667,1,0,1,1,1,1,530,200,1,0,0,0,0,1,2,1,"Yes"
"329","20210903030700","0",4001.8479,4,32.5,0,0,1,0,0,0,130,NA,2,0,0,1,0,1,2,0,"No"
"330","20210903031200","0",3759.4405,2,70,0,0,0,NA,NA,0,140,NA,1,0,0,0,2,2,2,0,"No"
"331","20210903032000","26099",4404.7824,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,0,2,0,"No"
"332","20210903032900","26081",4641.9481,1,40,0,0,0,NA,NA,0,40,NA,1,0,0,0,1,0,0,0,"No"
"333","20210903033000","26049",4118.2115,4,75,0,0,0,NA,NA,0,300,NA,2,0,0,2,0,1,2,0,"No"
"334","20210903033200","0",4132.1932,3,0,0,0,0,NA,NA,0,0,NA,2,0,0,0,0,3,2,0,"No"
"335","20210903034400","26163",4883.4945,5,4,0,0,0,1,0,0,20,NA,3,0,0,2,0,1,2,0,"No"
"336","20210903034500","26163",4510.8465,2,145,1,1,1,1,0,1,290,NA,2,0,2,1,0,0,0,0,"No"
"337","20210903037300","0",5111.761,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,2,2,0,"No"
"338","20210903037400","26163",4532.8622,3,13.3333333333333,0,0,1,0,1,0,40,360,1,0,1,2,0,0,0,1,"Yes"
"339","20210903037700","26163",4400.9434,2,75,0,0,0,NA,NA,0,150,NA,1,2,0,0,2,1,2,0,"No"
"340","20210903038200","26163",4238.0918,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,2,0,"No"
"341","20210903040300","26081",4011.8456,2,NA,0,0,0,NA,NA,0,NA,NA,1,0,0,0,0,2,2,0,"No"
"342","20210903043900","0",3850.4056,3,133.333333333333,0,0,0,NA,NA,0,400,NA,1,0,0,0,2,1,2,0,"No"
"343","20210903044100","26049",4391.688,4,102.5,1,0,1,0,1,1,410,170,3,0,0,2,0,0,0,1,"Yes"
"344","20210903046000","26163",3864.9585,1,100,0,0,0,0,0,0,100,NA,0,0,0,0,1,1,0,0,"No"
"345","20210903046900","26163",4238.0918,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,4,2,0,0,"No"
"346","20210903051100","26099",3560.5158,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,2,0,"No"
"347","20210903051900","26099",4883.4945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,1,2,0,"No"
"348","20210903053900","26099",5111.761,2,65,0,0,0,NA,NA,0,130,NA,1,0,0,0,1,0,2,0,"No"
"349","20210903056000","26161",4132.1932,3,73.3333333333333,1,1,1,1,1,1,220,NA,2,0,0,1,0,1,2,0,"No"
"350","20210903056100","0",4001.8479,2,125,0,0,1,0,0,0,250,120,1,0,0,0,0,0,2,1,"Yes"
"351","20210903056500","26125",4001.3601,1,200,0,0,0,NA,NA,0,200,NA,1,0,0,0,1,0,0,0,"No"
"352","20210903056800","0",4155.0572,3,63.3333333333333,0,0,0,NA,NA,0,190,NA,1,0,0,0,1,3,2,0,"No"
"353","20210903057800","26099",4351.8779,1,260,0,0,0,NA,NA,0,260,NA,0,0,0,0,1,1,0,0,"No"
"354","20210903058300","26125",5461.1488,1,160,0,0,0,NA,NA,0,160,NA,0,0,1,0,0,1,0,0,"No"
"355","20210903058400","26081",4132.1932,4,137.5,0,0,0,NA,NA,0,550,NA,2,0,0,0,0,2,2,0,"No"
"356","20210903059300","26125",5097.6069,4,25,0,0,0,NA,NA,0,100,NA,3,0,4,2,0,0,2,0,"No"
"357","20210903060300","26093",4477.6511,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,1,0,0,"No"
"358","20210903061300","0",3536.9816,4,50,1,1,1,1,0,1,200,600,2,0,0,2,0,1,0,1,"Yes"
"359","20210903062200","26099",4238.0918,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,"No"
"360","20210903062700","26081",3281.2853,1,80,0,0,0,NA,NA,0,80,NA,0,0,0,0,1,0,0,0,"No"
"361","20210903063200","26099",4735.2324,1,450,0,0,0,NA,NA,0,450,NA,0,0,0,0,0,0,0,0,"No"
"362","20210903064000","26049",4644.1545,2,155,0,0,0,NA,NA,0,310,NA,2,0,0,0,0,0,0,0,"No"
"363","20210903064600","0",3536.9816,4,42.5,0,1,1,0,1,0,170,NA,3,0,0,3,0,1,0,0,"No"
"364","20210903064900","26125",4440.81,1,60,1,0,1,0,1,1,60,NA,0,0,0,0,0,1,0,0,"No"
"365","20210903066500","26125",3900.5332,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,0,2,2,0,"No"
"366","20210903070600","0",3897.7662,2,215,0,0,0,NA,NA,0,430,NA,1,0,0,0,0,2,0,0,"No"
"367","20210903070800","26005",3157.0544,6,40,0,1,0,0,0,0,240,NA,3,0,1,4,0,0,2,0,"No"
"368","20210903071300","0",4438.6517,4,45,0,0,0,NA,NA,0,180,NA,3,0,0,2,0,2,2,0,"No"
"369","20210903071800","0",4453.7213,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,0,1,2,0,"No"
"370","20210903072800","0",4139.725,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,3,0,0,2,0,"No"
"371","20210903074600","0",3918.1962,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,0,2,0,"No"
"372","20210903075600","26005",4478.3644,2,55,1,1,1,1,1,1,110,NA,1,0,0,0,2,0,2,0,"No"
"373","20210903079500","26005",4309.4747,2,0,0,0,0,NA,NA,0,0,NA,1,2,0,0,2,2,2,0,"No"
"374","20210903080400","0",4412.3203,2,55,0,0,0,0,0,0,110,NA,2,0,0,0,2,0,0,0,"No"
"375","20210903083400","0",4150.0077,2,65,0,0,0,NA,NA,0,130,NA,1,0,0,0,2,0,0,0,"No"
"376","20210903084300","0",4412.3203,2,55,0,0,0,NA,NA,0,110,NA,1,0,0,0,2,0,2,0,"No"
"377","20210903086200","0",4781.9965,1,100,1,0,1,1,1,1,100,410,1,0,0,0,0,0,0,1,"Yes"
"378","20210903086900","0",4627.785,1,50,0,0,0,0,0,0,50,NA,0,0,0,0,1,1,0,0,"No"
"379","20210903089400","0",4438.6517,3,66.6666666666667,0,0,0,NA,NA,0,200,NA,2,0,0,1,0,2,2,0,"No"
"380","20210903091100","0",4051.9646,1,50,0,0,0,NA,NA,0,50,NA,1,0,0,0,1,1,0,0,"No"
"381","20210903094300","26121",3901.9626,2,45,0,0,0,NA,NA,0,90,NA,1,0,0,0,2,0,2,0,"No"
"382","20210903095000","0",3635.3293,1,50,0,0,0,0,0,0,50,NA,1,0,0,0,1,0,0,0,"No"
"383","20210903095100","26145",3635.3293,2,185,1,1,0,1,1,1,370,NA,1,0,0,0,2,1,2,0,"No"
"384","20210903097100","26021",3558.423,1,60,0,0,0,0,0,0,60,NA,0,0,0,0,1,0,0,0,"No"
"385","20210903098600","26025",4686.9913,1,90,1,1,1,1,1,1,90,NA,0,0,0,0,0,0,0,0,"No"
"386","20210903099000","26115",4342.7294,1,200,0,0,0,NA,NA,0,200,NA,0,0,0,0,0,1,0,0,"No"
"387","20210903099300","26121",3684.0064,2,40,0,0,0,NA,NA,0,80,NA,1,0,0,0,2,0,2,0,"No"
"388","20210903100000","26145",3281.2853,4,30,0,0,0,NA,NA,0,120,NA,3,0,0,0,2,0,1,0,"No"
"389","20210903100900","26121",3901.9626,3,116.666666666667,0,0,0,NA,NA,0,350,NA,2,0,0,0,3,3,2,0,"No"
"390","20210903101200","26025",4187.5233,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,2,0,"No"
"391","20210903102100","26145",3583.6495,1,80,0,0,0,0,0,0,80,130,0,0,0,0,1,0,0,1,"Yes"
"392","20210903104200","0",4155.0572,2,115,0,0,0,NA,NA,0,230,NA,1,0,0,0,2,0,2,0,"No"
"393","20210903105200","26021",4173.3543,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,7,0,0,2,0,"No"
"394","20210903106700","26021",4173.3543,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,2,0,"No"
"395","20210903107800","26145",4118.2115,2,75,0,0,0,NA,NA,0,150,NA,1,0,0,0,0,2,2,0,"No"
"396","20210903109200","26075",5021.8508,2,30,1,1,1,1,0,1,60,NA,1,0,0,0,0,0,0,0,"No"
"397","20210903110900","26025",4122.5221,1,100,0,0,0,NA,NA,0,100,NA,0,0,0,0,0,1,0,0,"No"
"398","20210903111400","26025",3684.0064,3,40,0,0,0,NA,NA,0,120,NA,2,0,0,0,2,2,2,0,"No"
"399","20210903112000","26075",4331.4269,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,"No"
"400","20210903113100","26115",4055.4327,5,28,0,0,0,NA,NA,0,140,NA,2,0,0,3,0,2,2,0,"No"
"401","20210903114000","26115",4148.5968,2,40,0,0,0,NA,NA,0,80,NA,1,0,0,0,2,0,2,0,"No"
"402","20210903116100","26075",4716.6363,1,40,0,0,0,NA,NA,0,40,NA,1,0,0,0,1,0,0,0,"No"
"403","20210903116300","0",3511.4053,1,230,1,1,0,1,1,1,230,200,0,0,0,0,1,0,0,1,"Yes"
"404","20210903119000","0",4061.7031,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,0,2,0,0,"No"
"405","20210903125400","0",4589.906,2,175,0,0,0,NA,NA,0,350,NA,2,0,0,0,0,2,0,0,"No"
"406","20210903126400","0",4544.71,1,150,0,0,0,NA,NA,0,150,NA,0,0,0,0,0,1,0,0,"No"
"407","20210903133400","0",4265.6345,2,275,0,0,1,0,0,0,550,NA,1,0,0,0,2,2,2,0,"No"
"408","20210903135400","27003",4248.7578,2,70,0,1,1,0,1,0,140,NA,1,0,0,0,0,2,0,0,"No"
"409","20210903135700","27163",3761.9063,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,2,1,2,0,"No"
"410","20210903136400","0",3797.2044,4,50,0,0,0,NA,NA,0,200,NA,3,0,0,0,0,2,2,0,"No"
"411","20210903138500","0",4313.4948,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,2,0,0,"No"
"412","20210903138700","0",3538.2608,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,2,2,2,0,"No"
"413","20210903139200","27139",4077.089,5,54,0,0,0,NA,NA,0,270,NA,2,0,0,3,0,1,2,0,"No"
"414","20210903139300","0",3482.061,4,100,0,0,0,NA,NA,0,400,NA,2,0,0,2,0,1,2,0,"No"
"415","20210903139400","0",3761.9063,1,70,0,0,0,0,0,0,70,NA,1,0,0,0,1,1,0,0,"No"
"416","20210903141100","27123",3241.5167,4,0,0,0,0,NA,NA,0,0,NA,3,0,0,2,0,1,2,0,"No"
"417","20210903141200","0",3340.6203,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,2,2,2,0,"No"
"418","20210903141700","27163",3427.0433,1,50,0,0,0,NA,NA,0,50,NA,0,0,0,0,1,0,0,0,"No"
"419","20210903143000","0",3818.2149,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,1,1,2,0,"No"
"420","20210903143600","27123",4475.7082,2,90,0,0,0,NA,NA,0,180,NA,1,0,0,0,0,1,0,0,"No"
"421","20210903143800","0",3454.6701,2,100,0,0,0,NA,NA,0,200,NA,1,0,0,0,2,2,2,0,"No"
"422","20210903146600","0",6315.3658,4,75,0,0,0,NA,NA,0,300,NA,3,3,0,0,0,3,2,0,"No"
"423","20210903147500","27003",3538.2608,2,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,2,2,2,0,"No"
"424","20210903148000","0",3939.709,5,90,0,0,1,0,0,0,450,NA,1,0,0,3,0,2,2,0,"No"
"425","20210903150800","0",3761.9063,2,115,0,0,0,NA,NA,0,230,NA,1,0,0,0,2,1,2,0,"No"
"426","20210903151000","0",5049.0615,1,340,0,0,1,0,0,0,340,NA,1,0,0,0,0,1,0,0,"No"
"427","20210903151600","27163",4267.6621,6,48.3333333333333,0,0,0,NA,NA,0,290,NA,3,0,0,2,0,3,2,0,"No"
"428","20210903151700","27003",3797.2044,3,23.3333333333333,0,0,0,NA,NA,0,70,NA,2,0,0,0,0,2,2,0,"No"
"429","20210903152600","0",3756.9376,1,500,1,0,1,0,1,1,500,NA,0,0,0,0,0,0,0,0,"No"
"430","20210903154900","0",3454.6701,2,60,0,0,0,NA,NA,0,120,NA,1,0,0,0,2,2,2,0,"No"
"431","20210903157400","27123",3667.3855,1,110,0,0,0,NA,NA,0,110,NA,0,0,0,0,1,1,0,0,"No"
"432","20210903159100","0",3939.709,4,62.5,0,0,0,NA,NA,0,250,NA,1,0,0,2,0,2,2,0,"No"
"433","20210903159500","0",4117.5392,1,50,0,0,0,NA,NA,0,50,NA,0,0,0,0,0,0,0,0,"No"
"434","20210903161000","27139",3939.709,4,137.5,0,0,0,NA,NA,0,550,NA,3,0,0,2,0,2,2,0,"No"
"435","20210903161100","0",4878.4162,2,150,0,0,0,NA,NA,0,300,NA,0,0,0,0,0,2,0,0,"No"
"436","20210903162000","0",3427.0433,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,"No"
"437","20210903162200","0",3797.2044,2,115,0,0,0,NA,NA,0,230,NA,1,0,0,0,1,0,2,0,"No"
